page,product_name,star,title,review,skin_type,brand_name,category,processed_review,star_numeric,sales_ranking
1,식물나라 워터프루프 선 스프레이 1+1 기획,5,,가볍게 사용하기 좋아서 여름 물몰이할 때 사용할 예정입니다 가,"['복합성', '가을웜톤', '모공', '미백']",식물나라,sunspray,"['좋아서', '여름', '물', '몰이', '예정']",5,1
1,식물나라 워터프루프 선 스프레이 1+1 기획,5,,가격 저렴하고 간편하고 워터프루프까지 되니 너무 좋아요!,"['건성', '여름쿨톤', '각질', '모공']",식물나라,sunspray,"['가격', '간편', '워터프루프']",5,1
1,식물나라 워터프루프 선 스프레이 1+1 기획,5,,"워낙 유명한 제품 그냥 믿고 쓰는 제품 😎진짜 뿌리기만 하면 조금..? 덜 타는 기분이 납니다요즘 햇살이 워낙세서 꼭 뿌려주세요아주조금의 꿀팁이라면✨ 물기가 꼭 없는상태에서 뿌려주세요물기가 있으면 둥둥 뜨면서 지워져요!!조금이라도 도움되셨다면, 도움돼요👍🏻 부탁드려요💗","['건성', '각질', '모공']",식물나라,sunspray,"['기분', '납', '니다', '요즘', '햇살', '조금', '꿀', '물기', '상태', '둥둥', '조금', '도움', '도움', '부탁']",5,1
1,식물나라 워터프루프 선 스프레이 1+1 기획,4,,"여름에 썬크림을 꼭 발라줘야하는데썬크림, 썬스틱은 좀 찐득해지더라구요.이거는 끈적이지 않아서 여름에 항상 구매하는 제품💙","['건성', '웜톤', '각질', '모공']",식물나라,sunspray,"['여름', '썬크림', '썬크림', '썬스틱', '이거', '여름']",4,1
1,식물나라 워터프루프 선 스프레이 1+1 기획,5,,필수템필수템 요즘 날씨 미쵸돌아가지고 말벌아저씨마냥 올영달려가서 사옴.. 나올때 치이이이ㅣㄱ 온몸에 뿌려주고 나와요 시원해서 기분도 좋구 챙겨다니기도 좋습니당,"['지성', '여름쿨톤', '모공', '잡티']",식물나라,sunspray,"['필수템', '필수템', '요즘', '날씨', '말벌', '아저씨', '올영', '이이', '온몸', '기분']",5,1
1,식물나라 워터프루프 선 스프레이 1+1 기획,5,,차에다 두고 파우치에다 넣어도 두고 여기저기 두고 다니면서 뿌리기 간편한 제품으로 선크림 바르기도 찝찝한 요즘에는 뿌리는 게 가장 좋은 것 같아요 강추합니다,"['민감성', '겨울쿨톤', '모공', '미백']",식물나라,sunspray,"['파우치', '여기저기', '간편', '선크림', '요즘', '강추']",5,1
1,식물나라 워터프루프 선 스프레이 1+1 기획,5,,검색해보니 여러 사람들이 선스프레이의 사용 후기를 남기며 선스프레이가 편리하다고 추천했습니다 다양한 브랜드의 제품 중에서 식물나라 제품이 특히 눈에 띄었어요 올리브영에서 식물나라 선스프레이를 홍보하는 것을 보고 워터프루프 기능이 좋아 구매해보기로 결정했습니다 그후 제품 사용 후기를 기반으로 식물나라 선스프레이에 대한 관심이 뽕뽕 식물나라 선스프레이는 강력한 자외선 차단 기능을 자랑합니다 이 정도면 한여름의 강한 자외선도 막아줄 수 있어 안심이 됐어요 요즘 출근할때마다 팔에 뿌려주고 있어요 워터프루프 기능이 있어 물 속에서도 지속적인 보호를 제공합니다 게다가 올리브영에서 쉽게 구매할 수 있어 접근성도 뛰어납니다 특히 식물성 성분으로 만든 제품이라 피부 자극이 적고 민감한 피부에도 사용하기 좋습니다 ㅎㅎ개인적으로 정말 편리해요,"['민감성', '쿨톤', '각질', '모공']",식물나라,sunspray,"['검색', '사람', '편리', '추천', '브랜드', '식물나라', '올리브', '식물나라', '홍보', '워터프루프', '기능', '결정', '기반', '식물나라', '관심', '식물나라', '자외선', '차단', '기능', '자랑', '정도', '한여름', '자외선', '안심', '요즘', '출근', '팔', '워터프루프', '기능', '속', '지속', '보호', '제공', '올리브', '접근성', '식물', '성분', '피부', '자극', '피부', '개인', '편리']",5,1
1,식물나라 워터프루프 선 스프레이 1+1 기획,4,,제가 워낙 썬케어 바르는 걸 귀찮아하고 특유의 끈적거림과 냄새때문에 쓸 수 있는게 썬스틱과 썬스프레이밖에 없는 와중에 찾은 템입니다! 아쉬운 점은 올영에 썬스프레이가 다양하지 않았어요. 한 3-4개 뿌려봤는데 이게 제일 유분기가 없고 시원했어요. 향도 그 중에 제일 약했는데 그래도 저처럼 향에 예민한 분들은 좀 선크림 향이 강한편입니다.,"['민감성', '여름쿨톤', '다크서클', '블랙헤드']",식물나라,sunspray,"['제가', '썬', '케어', '특유', '냄새', '썬스틱', '썬스프레이', '와중', '올영', '썬스프레이', '-4', '제일', '유분기', '제일', '예민', '선크림', '한편']",4,1
1,식물나라 워터프루프 선 스프레이 1+1 기획,5,,물놀이 하면서 쓰려고 구매했어요물기 있는 상태에서 썬크림 바르는게 워낙 귀찮은 일이다보니 일단 물놀이 시작 전 썬크림 골고루 발라주고 이 썬스프레이로 코팅 작업 해준 후 물놀이 중간중간 뿌려줬더니 1도 타지 않을 수 있었어요!워터프루프 썬스프레리 최고 👍,"['건성', '여름쿨톤', '각질', '모공']",식물나라,sunspray,"['물놀이', '상태', '썬크림', '이다', '보니', '물놀이', '시작', '썬크림', '썬스프레이', '코팅', '작업', '물놀이', '중간', '중간', '워터프루프', '썬', '스프', '최고']",5,1
1,식물나라 워터프루프 선 스프레이 1+1 기획,5,,메이크업한 날엔 선크림을 어떻게 다시 바를까요??? 큰 문제이긴 해요이 제품 덕분에 선크림을 걱정하지 않고 매일 예쁜 메이컵을 할 수 있어요! 순하고 눈이 따갑지 않고 메이크업이 그대로 예뻐 보여요바르기 편하고 향이 나쁘지 않아요! 코덕이면 무조건 사세요!,"['복합성', '여름쿨톤', '각질', '다크서클']",식물나라,sunspray,"['메이크업', '선크림', '문제', '덕분', '선크림', '걱정', '메이', '메이크업', '예뻐', '나쁘지 않아', '코', '덕이', '무조건']",5,1
2,식물나라 워터프루프 선 스프레이 1+1 기획,5,,* 평소 얼굴은 선크림을 바르는데 몸에는선크림 바르는게 귀찮아서 그냥 스프레이 바르고 있어요!!* 뿌려도 크게 끈적이거나 하는 것 없고육안으로도 크게 표시안나요!!!* 원쁠원할따 구매하면 여름 바디용 선스프레이넉넉하게 쓸 수 있습니당!!,"['건성', '가을웜톤', '모공', '잡티']",식물나라,sunspray,"['평소', '얼굴', '선크림', '몸', '선크림', '육안', '표시', '안나', '여름']",5,1
2,식물나라 워터프루프 선 스프레이 1+1 기획,5,,식물나라 선스프레이 후기☀️올리브영에서 선스프레이를 이거 말고 본적이 없는데 맞나요👀 이거밖에 없어서 샀는데 여름에 막 쓰기 좋아용크기가 커서 휴대가 불편한점 + 막쓰다보니 생각보다 오래 못 쓰는점이 아쉽긴하지만 여름철 휴가때 하나 쟁이면 요긴하게 쓰일 것 같아요,"['민감성', '봄웜톤', '각질', '민감성']",식물나라,sunspray,"['식물나라', '후기', '올리브', '본적', '여름', '쓰기', '크기', '커서', '휴대', '불편', '생각', '여름철', '휴가']",5,1
2,식물나라 워터프루프 선 스프레이 1+1 기획,4,,바르면 시원한데 뿌릴때 연기? 가 장난아니라 사람들 있을때 뿌림 안될듯 여행가서 편하게 뿌리기 좋아영,"['건성', '쿨톤', '미백', '민감성']",식물나라,sunspray,"['장난', '사람', '여행']",4,1
2,식물나라 워터프루프 선 스프레이 1+1 기획,5,,스프레이라서 좀 헤프게 사용되지만 묻어남없고 편해서 잘 사용중,"['복합성', '웜톤', '각질', '모공']",식물나라,sunspray,['편해'],5,1
2,식물나라 워터프루프 선 스프레이 1+1 기획,5,,"휴가철이라 간편하게 바를수있는 썬크림 찾다가 스프레이로 구매했는데 정말편하고, 끈적이지도않네요","['복합성', '웜톤', '각질', '모공']",식물나라,sunspray,"['휴가철', '간편', '썬크림']",5,1
2,식물나라 워터프루프 선 스프레이 1+1 기획,5,,쓰기가 너무 편해요!! 근데 이게 양이 적어서 체육대회 때 하루만에 한통 다 씀 ㅠ,"['트러블성', '봄웜톤', '미백', '민감성']",식물나라,sunspray,"['쓰기', '편해', '체육', '대회', '하루만', '한통']",5,1
2,식물나라 워터프루프 선 스프레이 1+1 기획,5,,조아여 휘리릭 뿌리규 외출하몬 짱짱!!자외선 넘 사러여   ㅜㅜ,"['건성', '웜톤', '다크서클', '모공']",식물나라,sunspray,"['휘', '리릭', '뿌리', '외출', '하몬', '자외선']",5,1
2,식물나라 워터프루프 선 스프레이 1+1 기획,5,,좋은 가격에 구매했어요. 분사력이 좋아서 바디 전체에 바르기에 좋네요~ 입자도 고운편이에료,"['건성', '여름쿨톤', '민감성', '잡티']",식물나라,sunspray,"['가격', '분사력', '좋아서', '전체', '입자']",5,1
2,식물나라 워터프루프 선 스프레이 1+1 기획,5,,"간편하게 뿌려주면되서 넘 좋아여ㅋ근데 확실히 금방쓰게되구요진짜 효과가 있는지, 고루분사됐는지확인할길은 없어요ㅋ","['복합성', '웜톤', '모공', '잡티']",식물나라,sunspray,"['간편', '여근', '효과', '분사', '확인']",5,1
2,식물나라 워터프루프 선 스프레이 1+1 기획,5,,양은 정말 적지만..^^ 가성비 생각하면 ㄱㅊ은 거 같아욤!!,"['건성', '여름쿨톤', '다크서클', '미백']",식물나라,sunspray,"['가성비', '생각']",5,1
3,식물나라 워터프루프 선 스프레이 1+1 기획,5,,손에 묻히지않아도 되고 스프레이 타입이라 몸에 바르기도 너무 좋네요 ^^ 아주 좋아요 만족하면서 사용중입니다 굳굳,"['복합성', '봄웜톤', '모공', '민감성']",식물나라,sunspray,"['손', '타입', '몸', '만족']",5,1
3,식물나라 워터프루프 선 스프레이 1+1 기획,5,,입자가 곱게 나와서 쓰기 편하고 좋아요.얼굴을 제외한 몸에 사용하라고 되어 있네요~,"['복합성', '가을웜톤', '주름', '탄력']",식물나라,sunspray,"['입자', '쓰기', '얼굴', '제외', '몸']",5,1
3,식물나라 워터프루프 선 스프레이 1+1 기획,5,,물놀이 갔을때나 워터파크 갔을때 편하게 그냥 칙 뿌릴게 필요했는데 원쁠원으로 잘샀어요,"['복합성', '여름쿨톤', '모공', '미백']",식물나라,sunspray,"['물놀이', '워터파크', '필요']",5,1
3,식물나라 워터프루프 선 스프레이 1+1 기획,5,,외출 전에 팔 다리 뿌려서 가려고요 간편하게 원쁠원 조아요 식물나라 썬제품 다 좋음,"['복합성', '가을웜톤', '모공', '블랙헤드']",식물나라,sunspray,"['외출', '팔', '다리', '간편', '식물나라', '썬']",5,1
3,식물나라 워터프루프 선 스프레이 1+1 기획,3,,끈적거리지 않아 좋았는데 양이 너무 작아요.. 몇 번 뿌리니 바로 끝….,"['복합성', '웜톤', '각질', '다크서클']",식물나라,sunspray,[],3,1
3,식물나라 워터프루프 선 스프레이 1+1 기획,5,,워터프루프라고해서 구매했어요! 바디바를때 일반선크림은손으로 펴발라야하니까 불편햇는데 선스프레이는 간편하게 뿌리면 되서 편리할것 같아요~!!^^,"['건성', '가을웜톤', '모공', '잡티']",식물나라,sunspray,"['워터프루프', '라고', '해서', '디바', '일반', '선크림', '손', '불편', '간편', '편리']",5,1
3,식물나라 워터프루프 선 스프레이 1+1 기획,5,,여름에 바디쪽 선크림 바르기가 좀 그런데 스프레이라서 좋음,"['복합성', '쿨톤', '모공', '블랙헤드']",식물나라,sunspray,"['여름', '선크림']",5,1
3,식물나라 워터프루프 선 스프레이 1+1 기획,5,,남자친구가 바르는 선크림을 너무 귀찮아해서 구매했습니다 ㅠ 얼굴에 직접 분사하지 말라던데 바디에 쓰라고 해야겠네요,"['복합성', '웜톤', '모공', '블랙헤드']",식물나라,sunspray,"['남자친구', '선크림', '얼굴', '분사', '하지']",5,1
3,식물나라 워터프루프 선 스프레이 1+1 기획,5,,스프레이형식이라 간편하고 언제 어디든 바를수있어서 좋아요!!,"['건성', '겨울쿨톤', '다크서클', '잡티']",식물나라,sunspray,"['형식', '간편']",5,1
3,식물나라 워터프루프 선 스프레이 1+1 기획,5,,추천이 많아서 구매했어요! 여행가서도 사용하려고 하는데 용량도 딱이고 사용도 간편해서 좋아요ㅎㅎ,"['건성', '봄웜톤', '미백']",식물나라,sunspray,"['추천', '여행가', '용량', '간편']",5,1
4,식물나라 워터프루프 선 스프레이 1+1 기획,5,,선크림 바르기 귀찮은데 뿌리면 되니까너무 편해요 여름내내 잘 뿌릴거같아요,[],식물나라,sunspray,"['선크림', '편해', '여름']",5,1
4,식물나라 워터프루프 선 스프레이 1+1 기획,5,,매장에서 사려니 품절인 곳이 아주 많군요. 사용이 편하고 좋습니다.,"['복합성', '가을웜톤', '모공', '미백']",식물나라,sunspray,"['매장', '품절']",5,1
4,식물나라 워터프루프 선 스프레이 1+1 기획,5,,"제가 매년 구매하여 사용하는 식물나라 선 케어 제품 라인 중에서도 스프레이 형태의 제품은 유일하게 사용해보지 않았는데요, 특히나 분사 시 주변에 흩날리는 가스 및 잔량의 제품 입자들이 너무 신경쓰이기도 했고 고루 바르지 못하리라는 걱정이 컸어서 매장에서도 여러 번의 테스트를 거쳐 구매하게 되었습니다. 다른 선 스프레이에 비하면 분사 영역이 크게 넓지 않아서 주변 공기에 제품이 퍼지는 것을 꺼린다면 구매해보셔도 좋을 것 같아요. 또 몸에 분사하였을 때 고르게 넓지 않은 영역에 잘 분사되기 때문에 꼼꼼하게 발리는 것 같다고 느껴졌습니다. 1+1 제품이기 때문에 군인인 제 남자친구와 함께 나누어 사용 중입니다. ㅎㅎ 남자친구도 끈적이지 않고, 손쉽게 사용이 가능하다며 좋아하였습니다.","['민감성', '봄웜톤', '민감성']",식물나라,sunspray,"['제가', '식물나라', '케어', '라인', '형태', '유일', '분사', '주변', '가스', '입자', '신경', '걱정', '매장', '테스트', '분사', '영역', '주변', '공기', '몸', '분사', '영역', '분사', '1+1', '군인', '남자친구', '남자친구']",5,1
4,식물나라 워터프루프 선 스프레이 1+1 기획,5,,선크림 바르기에 손이 찝찝하고 넓은 면적에 사용해야 할 때 선스프레이가 정말 편한 것 같아요 다만 자외선 차단 효과는 좀 낮겠지만 안하는 것보다는 나으니까요 손을 씻을 수 없는 상황이면 문지르지는 않고 뿌려주기만 합니다. 향은 취향이 아니에요,"['트러블성', '겨울쿨톤', '모공', '미백']",식물나라,sunspray,"['선크림', '손', '면적', '자외선 차단 효과', '상황', '취향']",5,1
4,식물나라 워터프루프 선 스프레이 1+1 기획,4,,스프레이 형식이라 편하긴 하지만 양이 너무 적은 것 같아 아쉬웠어요 ㅜㅜ 집순이라 나가는 일이 얼마 없는데도 빨리 줄어드는 걸 보면.. 말 다 한 것 같네요 ㅜㅜ 양만 더 많았어도 더 좋았을 것 같아요🙌🙌💦,"['지성', '웜톤', '다크서클', '모공']",식물나라,sunspray,"['형식', '순이', '얼마']",4,1
4,식물나라 워터프루프 선 스프레이 1+1 기획,5,,몸에 선크림 바르기 귀차ㅏㄴㅎ아서 선 스프레이 샀는데 좋아요!,[],식물나라,sunspray,"['몸', '선크림']",5,1
4,식물나라 워터프루프 선 스프레이 1+1 기획,5,,스프레이라 너무너무 좋습니다.화기성이라 해외로는 못가져가서 좀 아쉽지만 여른에 워터프루프되고 쉽게 바를 수 있는 선스프레이로는 짱입니다!! 두번 사서 쟁여주고 쓰고 았어요,"['지성', '피지과다']",식물나라,sunspray,"['화기', '해외', '어른', '워터프루프', '사서']",5,1
4,식물나라 워터프루프 선 스프레이 1+1 기획,5,,양이 좀 적은게 단점…. 일단 제가 자주 뿌리고 그래서 그런 걸 수도 있지만 한 3주 정도 매일매일 사용하니까 한병이 끝났어요 그래도 뿌릴때마다 시원하고 잘 안 타는 것 같아서 좋아요,"['복합성', '가을웜톤', '각질', '모공']",식물나라,sunspray,"['단점', '제가', '정도', '병']",5,1
4,식물나라 워터프루프 선 스프레이 1+1 기획,5,,"* 평소 자외선 차단용도로 얼굴은 열심히선크림울 바르는 편이지만팔은 선스프레이로 대체하고 있어요!!* 팔에 뿌렸을 때 투명해서 사진으로는 전혀안보이는데 팔,다리처럼 넓은 면적에사용하기 좋은 제품입니다!!* 1+1사면 여름내내 쓸 수 있어서 좋아용썬스프레이 찾는분들께 추천해요!!","['건성', '가을웜톤', '모공', '잡티']",식물나라,sunspray,"['평소', '자외선', '차단', '용도', '얼굴', '선크림', '지만', '팔', '대체', '팔', '투명', '사진', '팔', '다리', '면적', '1+1', '사면', '여름', '썬스프레이', '추천']",5,1
4,식물나라 워터프루프 선 스프레이 1+1 기획,5,,학교에서 체육대회할 때 넘 잘 썼어요뿌렸을 때 하얗게 나오지도 않아서 백탁이런 거전혀 없었고 안개분사로 팔이나 다리에골고루 뿌리기 좋았어요그리고 뿌리고 난 뒤에 마무리감이 보송해서 넘 좋았어여가성비도 개쩜👍,[],식물나라,sunspray,"['학교', '체육', '대회', '백탁', '안개', '분사', '팔', '다리', '마무리감', '보송', '가성비']",5,1
5,식물나라 워터프루프 선 스프레이 1+1 기획,4,,간편하게 쓰기는 좋은데 가성비가 떨어져서 아쉬워요. 분사량이 쓸데없이 많고 헤퍼서 개선되면 좋겠어요,"['건성', '여름쿨톤', '다크서클', '모공']",식물나라,sunspray,"['간편', '가성비', '분사', '개선']",4,1
5,식물나라 워터프루프 선 스프레이 1+1 기획,4,,자극이 안느꺼지는 제품은 아니에요아무래도 스프레이타입이기도 하고.. 성분도 그렇고...ㅎㅎ 그래서 몸에 쓰는 용으로는 좋습니다,"['중성', '쿨톤', '다크서클', '모공']",식물나라,sunspray,"['자극', '타입', '성분', '몸']",4,1
5,식물나라 워터프루프 선 스프레이 1+1 기획,5,,요즘 자외선이 세기도 하고 물놀이도 가야해서 바디에 바를 선제품 찾다가 선 스프레이가 선스틱보다 편하고 자주 뿌려주기 더 좋다해서 구매해봤습니다! 일단 첫인상은 끈적거리지도 않고 좋은 것 같아요!,"['지성', '겨울쿨톤', '모공', '블랙헤드']",식물나라,sunspray,"['요즘', '자외선', '세기', '물놀이', '가야', '해서', '선스틱', '첫인상']",5,1
5,식물나라 워터프루프 선 스프레이 1+1 기획,5,,반팔.반바지를 입다보니전신사용중입니다백탁없이 분사력좋고 수시로 선케어를 할 수 있어 좋습니다,"['트러블성', '웜톤', '아토피', '잡티']",식물나라,sunspray,"['팔', '반바지', '보니', '전신', '백탁', '분사력', '케어']",5,1
5,식물나라 워터프루프 선 스프레이 1+1 기획,5,,4만원 이상 7천원 할인 쿠폰 당첨된 김에 쟁여두려고 구매했어요. 팔다리 뿌려주기 정말 좋고 얼굴에 뿌려도 되지만 숨 참고 환기 잘 되는 곳에서 뿌려야해요. 안 그럼 순식간에 코로 들어와서 목이 칼칼해지는...,"['복합성', '가을웜톤', '다크서클', '모공']",식물나라,sunspray,"['만원', '이상', '천원', '할인', '쿠폰', '당첨', '팔다리', '얼굴', '숨', '환기', '순식간', '코로', '목', '해지']",5,1
5,식물나라 워터프루프 선 스프레이 1+1 기획,5,,생각보다 진짜 잘쓰고있어요몸에는 선크림바르면 좀끈적거리고 불편한데이건 진짜 가볍고 빠르게 다바를 수 있어서벌써 한통다써가네요:),"['복합성', '가을웜톤', '주름']",식물나라,sunspray,"['생각', '몸', '선크림', '불편', '이건']",5,1
5,식물나라 워터프루프 선 스프레이 1+1 기획,5,,분사도 잘되고 약간 시원하게 발리는 느낌이 들어서 여름에 기분좋게 사용하기 좋아요! 대신에 팍팍 잘나오니까 막 쓰지말고 조금 조준을 잘했으면 좋겠어요! 몸에는 선크림 바르기 귀찮았는데 넘 편하고 좋네영,[],식물나라,sunspray,"['분사', '느낌', '여름', '기분', '대신', '조준', '몸', '선크림']",5,1
5,식물나라 워터프루프 선 스프레이 1+1 기획,5,,친구가 추천해줘서 샀는데 시원하고 사용하기 너무 편해요!! 가격도 저렴해서 너무 좋네요!!!,"['복합성', '웜톤', '모공', '민감성']",식물나라,sunspray,"['친구', '추천', '편해', '가격']",5,1
5,식물나라 워터프루프 선 스프레이 1+1 기획,5,,몸에 뿌릴려고 구매했어요여름 필수템입니당매일 뿌리면 한달에 한통정도 사용합니당,"['지성', '쿨톤', '트러블']",식물나라,sunspray,"['몸', '여름', '필수템', '매일', '한달', '한통', '정도']",5,1
5,식물나라 워터프루프 선 스프레이 1+1 기획,5,,정말 유용하게 잘 쓰고 있어요! 짧은 티셔츠 짧은 바지를 주로 입는 편이라 팔다리에 뿌려주기 좋아요. 그런데 용량이 조금...아쉽네요ㅠ,"['복합성', '가을웜톤', '다크서클', '모공']",식물나라,sunspray,"['티셔츠', '바지', '팔다리', '용량']",5,1
6,식물나라 워터프루프 선 스프레이 1+1 기획,5,,저번에 사고서 남자친구가 맘에 든다고 재구매했어용 가성비 최최공,[],식물나라,sunspray,"['저번', '남자친구', '맘', '재구매', '가성비']",5,1
6,식물나라 워터프루프 선 스프레이 1+1 기획,1,,구매하고 후회했어요 다른 후기는 왜 좋은건지 몰겠음바다가는데 워터프루프라길래 샀고 한통을 하루만에 다썼는데도 살 다 탔습니다.바닷가 가기 전부터 20분간격으로 팔다리에 최소 2~3번씩 왔다갔다하면서 뿌렷는데 실시간으로 살 타는거 보이구요.하루만에 다쓸 정도면 양도 적은편이고 무엇보다 차단효과 1도 없음.. 리뷰 안쓰는편인데 너무 화나서 남깁니다.,[],식물나라,sunspray,"['후회', '건지', '바다', '워터프루프', '한통', '하루만', '바닷가', '간격', '팔다리', '최소', '실시간', '하루만', '정도', '차단', '효과', '리뷰', '화나']",1,1
6,식물나라 워터프루프 선 스프레이 1+1 기획,5,,스프레이 형식의 선크림 일등은 식물나라.가성비와 대부분 피부타입에 무난한 제형감무색무취의 장점! 좋습니당! 그리구 왠만하면 최저가일때 사세용! (9900원)저는 조금 비싸게 샀어요!아무튼 스프레이 선크림 일등은 식물나라고객님들 정말 많이 사가십니당!!,"['지성', '봄웜톤', '각질', '다크서클']",식물나라,sunspray,"['형식', '선크림', '일등', '식물나라', '가성비', '대부분', '피부', '타입', '무난', '장점', '최저', '가일', '사세', '선크림', '일등', '식물나라', '고객', '가십']",5,1
6,식물나라 워터프루프 선 스프레이 1+1 기획,5,,야외활동할때  썬 스프레이가  제일쓰기편해요특가일때  착한가격에 3 셑트 사서  칭구들 두셑트  선물해줬어요,"['복합성', '웜톤', '모공', '미백']",식물나라,sunspray,"['야외', '활동', '제일', '쓰기', '편해', '특가', '가격', '사서', '선물']",5,1
6,식물나라 워터프루프 선 스프레이 1+1 기획,5,,가격도 싸고 원쁠원에 하 식물나라 결혼갈겨 당장 식물나라 찬양 귀찮을때 바쁠때 저거 싹 뿌려주고 나가면 굿 잘 씻기는거 같애염,"['건성', '쿨톤', '다크서클', '모공']",식물나라,sunspray,"['가격', '식물나라', '결혼', '당장', '식물나라', '찬양', '굿']",5,1
6,식물나라 워터프루프 선 스프레이 1+1 기획,5,,올리브영에서 테스트해보고 구매했는데 선크림 바르기 귀찮은 분한테 완전 추천해요 분사력 좋아요,"['복합성', '봄웜톤', '블랙헤드']",식물나라,sunspray,"['올리브', '테스트', '선크림', '완전', '추천', '분사력']",5,1
6,식물나라 워터프루프 선 스프레이 1+1 기획,5,,너무 빨리 써서 아쉬워이이유ㅠㅠ 용량 좀 많이 넣어주세요!!,[],식물나라,sunspray,"['이유', '용량']",5,1
6,식물나라 워터프루프 선 스프레이 1+1 기획,5,,여름에 필수템!하나는 집에 하나는 사무실에!되도록 바디용으로 사용하는데요(가스때문에)사무실에 있는 건 점심먹으러 가기전에 숨참고 올굴에 살짝 뿌려주고 갑니다.여름에 필수템!,"['복합성', '웜톤', '각질', '모공']",식물나라,sunspray,"['여름', '필수템', '하나', '사무실', '가스', '사무실', '점심', '기전', '숨', '참고', '여름', '필수템']",5,1
6,식물나라 워터프루프 선 스프레이 1+1 기획,5,,스프레이 타입이라 편하게 뿌려서 사용하니 너무 편해요!!,"['트러블성', '여름쿨톤', '각질', '모공']",식물나라,sunspray,"['타입', '편해']",5,1
6,식물나라 워터프루프 선 스프레이 1+1 기획,5,,썬크림 바르는 걸 진짜 귀찮아하는 사람입니다.. 특히 팔이랑 목에 바르기 너무 귀찮아서 안바르고 다녔는데 올영 세일때 1+1으로 판매한다해서 사봤습니다. 스프레이형이라 바르기 너무 쉬워서 이젠 이거 없으면 못살아용..,[],식물나라,sunspray,"['썬크림', '사람', '팔', '이랑', '목', '올영', '세일', '1+1', '판매']",5,1
7,식물나라 워터프루프 선 스프레이 1+1 기획,3,,양이 엄청적어요.. 일주일 해외여행동안 2통씀 안타는지도 잘모르겠고 그냥 맘편히 튜브형쓰는게 나을듯 레이어드용으론 괜찮아요,"['건성', '웜톤', '다크서클']",식물나라,sunspray,"['일주일', '해외여행', '동안', '맘', '튜브', '레이어']",3,1
7,식물나라 워터프루프 선 스프레이 1+1 기획,5,,"요즘같이 더운 날씨에 반팔 반바지 항상 입고 다니잖아요. 선크림 얼굴에다가도 바르기 귀찮은데 몸에는 언제 다 바릅니까ㅠㅠ 스프레이 쓰니까 너무 간편해서 좋고, 크기가 커서 휴대성은 별로지만 큰 가방에 넣고 다닐거면 수시로 뿌리기에도 좋은 것 같습니다. 굿굿","['약건성', '봄웜톤', '홍조']",식물나라,sunspray,"['요즘', '날씨', '팔', '반바지', '선크림', '얼굴', '몸', '간편', '크기', '커서', '휴대', '가방', '굿', '굿']",5,1
7,식물나라 워터프루프 선 스프레이 1+1 기획,5,,☆가성비템☆*한 여름 여행용으로 추천*뿌릴 때 쿨링감 있음*향은 거의 없다고 보면 되는데 호불호 없는 무난한 선크림향(금방 사라짐)*뽀송함보단 약간의 촉촉함이 있음(끈적과 촉촉의 중간쯤)*묻어남 적음*덕분에 바닷가 갔는데 덜 탔음*분사 후 톡톡 두드려줌,"['건성', '여름쿨톤', '다크서클', '민감성']",식물나라,sunspray,"['여름', '여행', '추천', '뿌리', '쿨링감', '무난', '선크림', '뽀송', '약간', '촉촉', '촉촉', '중간', '덕분', '바닷가', '분사']",5,1
7,식물나라 워터프루프 선 스프레이 1+1 기획,5,,간편하게 뿌리기 좋은데 금방 써요 몸에 선크림 바르고 모자라다 싶으면 한번더 뿌리기 좋은듯,[],식물나라,sunspray,"['간편', '몸', '선크림', '한번']",5,1
7,식물나라 워터프루프 선 스프레이 1+1 기획,5,,바디용 선크림 보고 있었는데 오특에 1+1이라 남은 여름 흥청망청 쓰려고 구매했습니다,[],식물나라,sunspray,"['선크림', '특', '1+1', '남은', '여름']",5,1
7,식물나라 워터프루프 선 스프레이 1+1 기획,5,,스프레이지만 워터프루프가 잘돼서 좋습니다.야외물놀이 전에 뿌리기 편해요!,"['건성', '봄웜톤']",식물나라,sunspray,"['지만', '워터프루프', '야외', '물놀이', '편해']",5,1
7,식물나라 워터프루프 선 스프레이 1+1 기획,5,,세일에 저룜하게 구입했어요 편한 스프레이 방식이라 여기저기 뿌리가 좋은데 분사력이 고와서 선크림이 곳곳에 퍼지는 느낌이라 야외에서 뿌리는것을 추천드려요! 넘 가벼워서 자외선 차단이 잘 되고 있는지 잘 모르겠으나 이거 바르고 빠지 다녀왔는데 안 탄거 보니 잘 되는 것 같아요!얼굴에 사용시 지성인 분들은 유분감 때문에 트러블이 올라올 수 있을 것 같아요 저는 복합성인데 트러블 올라와서 ㅜ 바디에 적합한것같네요!,"['복합성', '여름쿨톤', '각질', '다크서클']",식물나라,sunspray,"['세일', '구입', '방식', '여기저기', '뿌리', '분사력', '선크림', '곳곳', '느낌', '야외', '추천', '자외선', '차단', '보니', '얼굴', '지성', '유분감', '트러블', '복합성', '트러블']",5,1
